detect_id,camera_track_id,frame_id,x,y,w,h
43,1,13418,1509.05,357.02,168.35,380.41
44,1,13419,1499.14,357.04,173.56,393.72
45,1,13420,1485.72,357.04,182.76,413.57
46,1,13421,1473.64,357.04,190.79,426.89
47,1,13422,1467.85,356.39,190.01,449.35
48,1,13423,1446.85,356.14,206.7,451.54
49,1,13424,1442.92,354.75,205.89,459.22
50,1,13425,1430.05,354.86,213.87,458.76
51,1,13426,1424.68,355.56,215.57,452.47
52,1,13427,1422.23,355.83,206.41,445.22
53,1,13428,1421.69,356.6,206.65,445.59
54,1,13429,1417.73,357.54,200.79,448.9
55,1,13430,1415.18,359.86,185.85,437.58
56,1,13431,1365.5,361.41,219.03,412.49
57,1,13432,1342.92,363.33,230.16,401.57
58,1,13433,1383.75,363.33,180.52,397.01
59,1,13434,1401.84,364.65,156.99,397.45
60,1,13435,1405.03,365.78,153.06,401.72
61,1,13436,1401.27,365.51,147.69,404.71
62,1,13437,1353.55,364.72,195.99,403.9
63,1,13438,1336.49,365.06,204.26,401.65
64,1,13439,1328.39,364.51,201.3,400.18
65,1,13440,1326.37,364.28,193.98,399.67
66,1,13441,1327.42,364.19,186.34,399.52
67,1,13442,1328.23,363.48,180.02,399.51
68,1,13443,1326.87,362.54,170.25,400.87
69,1,13444,1324.05,364.17,169.27,400.08
70,1,13445,1317.2,366.1,172.96,398.49
71,1,13446,1311.56,367.49,177.63,395.26
72,1,13447,1305.72,368.66,173.49,391.43
73,1,13448,1303.8,371.07,170.52,390.69
74,1,13449,1295.99,373.94,164.74,383.17
75,1,13450,1284.59,374.98,167.31,385.07
76,1,13451,1272.0,377.99,174.89,415.68
77,1,13452,1261.6,381.01,181.64,428.23
78,1,13453,1252.66,383.45,191.36,434.4
79,1,13454,1244.93,386.94,196.36,437.98
80,1,13455,1239.61,388.23,199.54,439.88
81,1,13456,1235.89,389.97,201.98,439.17
82,1,13457,1233.42,391.88,202.2,437.46
83,1,13458,1232.09,393.2,204.14,436.7
84,1,13459,1231.8,393.64,197.65,436.98
85,1,13460,1233.33,393.09,191.71,438.32
86,1,13461,1235.47,393.48,190.1,438.1
87,1,13462,1235.76,390.95,183.51,441.9
88,1,13463,1234.72,389.29,177.65,443.27
89,1,13464,1232.48,388.63,174.83,444.38
90,1,13465,1229.76,388.36,173.18,444.73
91,1,13466,1225.53,388.24,173.29,443.48
92,1,13467,1219.42,387.52,175.38,443.61
93,1,13468,1207.98,387.24,182.83,442.95
94,1,13469,1194.67,387.79,191.49,441.99
95,1,13470,1183.23,388.65,198.04,440.94
96,1,13471,1173.81,389.63,202.49,441.17
97,1,13472,1165.83,390.65,208.05,441.9
98,1,13473,1161.02,391.68,211.42,442.81
99,1,13474,1156.15,394.03,213.29,443.8
100,1,13475,1153.85,395.56,202.24,446.79
101,1,13476,1153.32,398.09,201.11,450.52
102,1,13477,1153.28,399.68,192.07,452.56
103,1,13478,1152.2,398.93,187.25,455.27
104,1,13479,1149.97,398.61,180.79,455.59
105,1,13480,1145.28,399.11,173.71,454.99
106,1,13481,1137.64,398.62,169.83,455.38
107,1,13482,1129.62,398.4,169.19,456.14
108,1,13483,1119.47,398.3,173.08,455.73
109,1,13484,1105.96,398.25,179.87,456.2
110,1,13485,1098.45,398.87,178.52,455.03
111,1,13486,1091.23,398.43,178.68,455.87
112,1,13487,1086.13,398.25,178.09,455.51
113,1,13488,1082.49,398.17,177.22,455.35
114,1,13489,1082.04,397.47,172.94,455.93
115,1,13490,1082.82,397.86,168.67,456.13
116,1,13491,1085.36,398.0,162.43,456.19
117,1,13492,1088.55,396.73,154.77,458.18
118,1,13493,1088.54,396.9,149.33,458.25
119,1,13494,1083.89,396.97,149.54,458.26
120,1,13495,1078.94,397.0,150.38,457.58
121,1,13496,1074.56,396.34,153.46,457.97
122,1,13497,1073.05,395.44,150.68,458.77
123,1,13498,1071.97,395.1,145.67,459.05
124,1,13499,1071.05,394.31,142.54,459.15
125,1,13500,1070.82,394.03,143.51,459.17
126,1,13501,1070.15,393.93,147.93,457.84
127,1,13502,1068.65,393.24,150.93,455.35
128,1,13503,1067.51,391.66,153.42,452.41
129,1,13504,1066.49,391.08,149.13,449.99
130,1,13505,1064.2,389.55,141.49,449.77
131,1,13506,1060.06,387.67,136.64,450.37
132,1,13507,1056.6,385.66,135.62,450.62
133,1,13508,1052.07,384.27,138.0,451.39
134,1,13509,1049.15,383.12,138.26,452.36
135,1,13510,1044.17,383.38,138.4,452.74
136,1,13511,1034.44,383.52,141.82,450.9
137,1,13512,1023.68,384.26,147.72,448.22
138,1,13513,1013.87,385.23,151.9,445.24
139,1,13514,1005.04,386.28,155.46,443.48
140,1,13515,1000.51,387.35,154.86,441.53
141,1,13516,998.99,388.42,152.62,440.16
142,1,13517,999.29,389.49,149.75,439.03
143,1,13518,999.6,389.89,148.65,437.98
144,1,13519,998.54,390.69,149.56,437.63
145,1,13520,998.28,390.99,149.9,438.2
146,1,13521,997.66,391.75,151.34,437.13
147,1,13522,995.56,393.35,153.85,436.1
148,1,13523,994.21,395.26,155.44,434.41
149,1,13524,993.14,395.96,155.38,433.82
150,1,13525,990.87,396.87,155.98,432.97
151,1,13526,986.82,398.5,156.19,431.36
152,1,13527,984.05,399.09,151.65,431.45
153,1,13528,980.46,399.95,145.22,430.86
154,1,13529,977.22,399.58,136.75,431.33
155,1,13530,974.13,399.41,130.95,431.54
156,1,13531,970.4,399.33,126.2,431.64
157,1,13532,965.77,397.95,125.97,433.03
158,1,13533,962.18,398.74,127.31,431.59
159,1,13534,958.98,399.68,127.88,430.39
160,1,13535,957.25,400.03,127.49,429.96
161,1,13536,956.07,404.11,126.73,427.17
162,1,13537,950.4,404.31,131.85,426.14
163,1,13538,944.46,401.7,137.68,428.43
164,1,13539,937.1,400.7,145.11,429.32
165,1,13540,930.5,399.65,152.47,430.99
166,1,13541,925.49,399.24,157.87,431.63
167,1,13542,921.73,399.09,161.22,431.87
168,1,13543,920.41,398.37,162.47,432.63
169,1,13544,919.41,396.78,163.52,434.23
170,1,13545,919.15,395.52,163.21,435.49
171,1,13546,918.54,394.4,164.32,436.61
172,1,13547,917.12,393.33,165.34,436.37
173,1,13548,914.72,392.28,167.63,435.59
174,1,13549,911.95,391.9,169.75,434.63
175,1,13550,909.69,390.46,170.51,435.58
176,1,13551,906.96,389.94,170.74,435.27
177,1,13552,904.72,389.1,166.83,435.14
178,1,13553,902.66,388.15,161.96,435.75
179,1,13554,900.67,387.16,156.08,436.64
180,1,13555,898.7,386.81,148.51,436.3
181,1,13556,897.42,386.04,139.62,438.15
182,1,13557,895.71,385.12,128.89,438.84
183,1,13558,893.83,385.46,120.29,439.08
184,1,13559,892.59,385.61,113.26,439.82
185,1,13560,892.26,385.03,108.93,440.74
186,1,13561,891.54,384.83,107.63,440.42
187,1,13562,889.97,384.78,108.04,440.94
188,1,13563,886.75,384.77,111.05,441.12
189,1,13564,882.28,384.79,115.58,441.83
190,1,13565,875.41,385.47,122.61,440.1
191,1,13566,868.98,385.74,127.89,439.44
192,1,13567,863.35,386.51,133.19,439.18
193,1,13568,858.69,386.81,138.46,439.08
194,1,13569,855.7,387.58,141.77,437.72
195,1,13570,854.02,387.88,143.67,437.2
196,1,13571,852.84,388.65,145.01,436.35
197,1,13572,852.5,388.93,146.78,436.7
198,1,13573,853.12,389.04,146.76,436.84
199,1,13574,853.47,389.07,145.4,436.9
200,1,13575,853.71,389.73,145.48,436.26
201,1,13576,853.21,389.98,148.76,436.03
202,1,13577,852.43,390.06,153.88,435.95
203,1,13578,849.6,391.41,162.27,434.6
204,1,13579,847.92,391.91,169.3,433.44
205,1,13580,844.75,392.75,172.64,433.02
206,1,13581,841.65,393.71,173.21,432.21
207,1,13582,839.86,394.06,169.44,431.26
208,1,13583,837.29,394.83,165.89,430.92
209,1,13584,835.07,395.11,164.47,430.15
210,1,13585,832.99,395.85,165.21,429.21
211,1,13586,830.97,396.78,167.42,428.22
212,1,13587,828.96,397.77,168.87,427.21
213,1,13588,826.96,398.78,170.69,425.52
214,1,13589,825.62,399.81,171.34,424.25
215,1,13590,823.87,399.5,170.23,425.8
216,1,13591,821.97,400.02,168.44,425.74
217,1,13592,820.0,400.2,165.08,425.74
218,1,13593,818.68,400.91,159.79,425.1
219,1,13594,818.27,400.49,154.44,424.21
220,1,13595,817.53,400.31,147.77,423.24
221,1,13596,817.34,400.23,141.28,423.55
222,1,13597,816.66,400.19,136.96,425.01
223,1,13598,816.47,400.16,134.82,424.92
224,1,13599,817.13,399.48,133.47,425.55
225,1,13600,817.42,398.55,134.43,427.12
226,1,13601,817.56,397.54,135.53,428.38
227,1,13602,817.63,396.49,137.34,429.51
228,1,13603,818.35,395.44,137.4,430.59
229,1,13604,819.31,395.05,136.81,430.33
230,1,13605,820.35,394.26,135.96,431.53
231,1,13606,820.74,393.31,135.68,432.64
232,1,13607,821.56,392.96,134.94,433.04
233,1,13608,821.87,392.85,135.37,433.17
234,1,13609,822.64,392.16,134.23,433.87
235,1,13610,822.93,392.57,133.83,433.45
236,1,13611,823.03,392.75,133.71,433.28
237,1,13612,823.07,392.16,133.69,433.86
238,1,13613,823.74,391.95,132.38,434.07
239,1,13614,823.98,391.22,132.57,434.79
240,1,13615,824.73,390.3,131.34,435.71
241,1,13616,825.0,389.31,131.57,437.37
242,1,13617,825.09,388.29,131.67,438.63
243,1,13618,825.12,387.92,131.73,439.09
244,1,13619,825.12,388.46,131.77,437.92
245,1,13620,825.11,388.02,131.14,438.78
246,1,13621,825.1,387.87,130.25,439.09
247,1,13622,825.08,387.83,128.61,439.18
248,1,13623,825.74,387.83,124.68,439.2
249,1,13624,825.98,388.5,121.22,438.53
250,1,13625,825.38,388.1,119.99,438.93
251,1,13626,824.49,387.96,120.26,439.07
252,1,13627,824.16,387.92,119.73,439.11
253,1,13628,823.37,387.25,120.25,439.78
254,1,13629,822.41,387.0,121.14,440.02
255,1,13630,822.06,386.92,121.5,440.1
256,1,13631,821.94,386.24,121.0,440.78
257,1,13632,821.9,386.65,120.83,440.37
258,1,13633,821.23,386.15,121.45,441.52
259,1,13634,820.99,385.97,121.03,441.95
260,1,13635,820.25,387.23,121.55,440.78
261,1,13636,820.64,387.72,121.1,440.32
262,1,13637,820.14,387.9,121.6,440.14
263,1,13638,819.96,387.31,121.8,440.73
264,1,13639,819.24,387.75,121.88,440.29
265,1,13640,818.98,387.26,122.58,440.78
266,1,13641,818.23,387.07,122.84,440.96
267,1,13642,817.96,387.0,122.95,441.03
268,1,13643,817.87,386.32,122.99,441.71
269,1,13644,817.85,386.06,123.0,441.3
270,1,13645,817.85,386.63,123.66,440.48
271,1,13646,817.21,386.85,123.91,440.17
272,1,13647,816.97,386.94,124.01,440.71
273,1,13648,816.89,387.63,124.04,439.59
274,1,13649,816.87,387.89,124.04,439.83
275,1,13650,816.88,387.99,124.04,439.92
276,1,13651,816.89,388.02,124.04,439.96
277,1,13652,816.9,387.37,123.38,439.98
278,1,13653,816.91,387.12,123.78,440.64
279,1,13654,816.26,387.69,123.94,440.24
280,1,13655,816.02,387.91,123.99,440.08
281,1,13656,815.94,388.65,124.01,439.36
282,1,13657,815.91,388.26,124.02,440.41
283,1,13658,815.91,388.11,124.68,440.15
284,1,13659,816.58,388.72,126.91,438.73
285,1,13660,816.83,389.6,130.36,437.53
286,1,13661,816.93,389.93,135.57,437.09
287,1,13662,816.97,389.39,138.84,437.59
288,1,13663,816.98,389.17,141.36,437.79
289,1,13664,816.99,389.09,140.35,437.88
290,1,13665,816.99,389.05,135.31,437.91
291,1,13666,817.0,389.7,131.99,437.27
292,1,13667,817.66,389.94,132.06,437.03
293,1,13668,817.91,390.03,131.42,436.95
294,1,13669,816.01,390.05,131.17,436.93
295,1,13670,811.32,390.72,131.74,436.26
296,1,13671,802.3,390.3,139.22,436.68
297,1,13672,793.14,390.8,147.81,436.84
298,1,13673,785.79,390.99,154.32,437.57
299,1,13674,781.05,391.05,159.39,437.19
300,1,13675,778.0,391.07,163.23,437.71
301,1,13676,776.27,391.07,164.65,436.58
302,1,13677,777.0,391.06,163.82,436.16
303,1,13678,780.0,391.06,160.14,436.0
304,1,13679,782.59,391.05,157.32,435.95
305,1,13680,788.92,391.05,150.91,437.26
306,1,13681,794.75,391.04,145.74,436.43
307,1,13682,802.3,390.37,138.44,437.44
308,1,13683,805.78,390.78,135.08,437.17
309,1,13684,807.67,390.94,133.23,436.4
310,1,13685,808.31,390.99,132.61,436.11
311,1,13686,807.83,391.01,133.11,436.67
312,1,13687,806.27,391.02,135.35,436.22
313,1,13688,804.99,391.02,136.21,436.05
314,1,13689,803.82,391.02,137.23,435.99
315,1,13690,802.71,391.02,138.29,435.97
316,1,13691,802.28,391.68,138.7,435.3
317,1,13692,801.45,391.92,139.52,435.06
318,1,13693,801.14,392.01,139.84,435.63
319,1,13694,801.68,392.04,138.64,435.85
320,1,13695,801.89,392.05,138.18,435.94
321,1,13696,801.97,391.39,138.01,436.63
322,1,13697,801.33,391.79,138.62,435.57
323,1,13698,800.44,392.61,139.51,434.51
324,1,13699,800.1,392.91,139.19,434.11
325,1,13700,799.32,393.02,139.73,433.97
326,1,13701,798.37,393.06,140.59,433.92
327,1,13702,797.36,393.73,141.57,433.25
328,1,13703,795.68,393.97,143.25,433.67
329,1,13704,794.4,394.72,144.53,432.51
330,1,13705,792.62,394.33,145.66,432.74
331,1,13706,791.3,394.84,146.73,432.18
332,1,13707,790.18,395.02,147.77,431.97
333,1,13708,790.43,394.42,147.49,432.57
334,1,13709,789.9,394.19,148.02,432.8
335,1,13710,789.73,394.09,148.2,432.89
336,1,13711,790.35,394.72,147.58,431.61
337,1,13712,791.27,394.95,146.67,431.79
338,1,13713,791.63,395.03,146.98,431.87
339,1,13714,792.44,395.06,145.76,431.91
340,1,13715,793.42,395.72,144.63,431.26
341,1,13716,793.8,395.97,144.2,430.37
342,1,13717,793.94,396.05,144.04,430.03
343,1,13718,793.99,396.74,143.98,429.92
344,1,13719,794.67,396.99,143.3,429.89
345,1,13720,794.92,397.08,143.05,429.22
346,1,13721,795.02,397.1,142.96,428.98
347,1,13722,795.71,397.1,142.27,428.9
348,1,13723,795.3,397.09,142.68,428.88
349,1,13724,795.8,397.08,142.18,429.54
350,1,13725,795.99,397.08,142.0,429.8
351,1,13726,796.71,397.07,141.28,429.9
352,1,13727,796.98,397.06,141.01,429.95
353,1,13728,797.73,397.05,140.26,429.96
354,1,13729,798.67,397.05,139.32,429.97
355,1,13730,799.68,397.04,138.32,429.32
356,1,13731,800.04,397.04,137.96,429.73
357,1,13732,800.16,397.03,137.84,429.89
358,1,13733,800.18,397.03,137.81,429.95
359,1,13734,800.18,397.02,137.82,429.32
360,1,13735,800.17,397.02,137.83,429.74
361,1,13736,800.15,397.02,137.85,429.9
362,1,13737,800.13,397.02,137.87,429.96
363,1,13738,800.12,396.35,137.88,430.65
364,1,13739,800.1,395.44,138.56,431.57
365,1,13740,800.09,395.1,138.16,431.91
366,1,13741,800.08,394.98,138.01,432.03
367,1,13742,800.07,394.28,137.96,432.73
368,1,13743,800.06,394.68,137.94,432.33
369,1,13744,800.05,394.18,137.94,432.83
370,1,13745,800.71,394.66,137.29,432.35
371,1,13746,800.95,394.18,136.38,432.82
372,1,13747,801.7,393.35,134.72,433.66
373,1,13748,801.98,393.04,134.11,433.96
374,1,13749,802.73,392.27,133.23,434.73
375,1,13750,803.01,391.99,132.92,435.01
376,1,13751,803.76,391.24,132.15,435.77
377,1,13752,804.04,390.96,131.89,436.04
378,1,13753,804.79,390.21,131.14,436.79
379,1,13754,805.72,388.62,130.88,438.38
380,1,13755,806.72,388.04,130.14,438.97
381,1,13756,807.08,387.18,129.88,439.83
382,1,13757,807.85,387.53,129.14,439.47
383,1,13758,808.79,387.02,128.21,439.98
384,1,13759,809.12,386.19,127.89,440.81
385,1,13760,809.89,386.55,126.46,440.45
386,1,13761,810.15,386.05,125.94,440.95
387,1,13762,810.89,385.21,125.77,441.79
388,1,13763,811.15,384.91,125.73,441.43
389,1,13764,811.23,384.82,125.74,441.93
390,1,13765,811.24,384.8,125.1,441.45
391,1,13766,811.22,384.81,124.21,441.25
392,1,13767,811.86,384.82,123.9,441.17
393,1,13768,811.42,384.84,124.46,441.13
394,1,13769,811.25,384.86,124.69,441.1
395,1,13770,811.17,384.88,124.79,440.43
396,1,13771,811.13,384.89,124.18,438.84
397,1,13772,811.11,384.9,124.62,437.58
398,1,13773,811.09,384.92,124.8,436.45
399,1,13774,810.42,384.93,125.53,436.04
400,1,13775,810.82,384.27,124.5,436.56
401,1,13776,810.97,384.03,124.11,436.1
402,1,13777,811.02,383.29,123.97,435.94
403,1,13778,810.38,383.67,123.92,435.23
404,1,13779,810.13,383.83,124.58,434.31
405,1,13780,810.7,383.23,124.83,434.64
406,1,13781,810.25,383.68,124.92,434.11
407,1,13782,810.08,383.85,124.96,433.93
408,1,13783,810.02,383.92,124.98,433.87
409,1,13784,810.0,383.29,125.65,434.52
410,1,13785,809.33,383.71,125.9,434.12
411,1,13786,809.74,383.88,125.33,433.97
412,1,13787,809.24,383.94,125.78,433.92
413,1,13788,809.05,383.31,125.94,434.57
414,1,13789,808.98,383.07,126.0,434.82
415,1,13790,808.96,382.99,125.36,434.92
416,1,13791,808.96,382.96,125.12,434.96
417,1,13792,808.96,382.95,125.03,434.98
418,1,13793,808.96,382.29,125.66,435.65
419,1,13794,808.96,381.39,125.89,436.56
420,1,13795,808.97,381.71,125.98,436.24
421,1,13796,808.97,381.84,126.01,436.11
422,1,13797,808.98,381.24,126.68,436.72
423,1,13798,808.98,381.68,126.27,436.95
424,1,13799,808.32,381.85,126.78,436.37
425,1,13800,808.07,381.26,126.96,437.47
426,1,13801,807.98,381.7,127.03,436.56
427,1,13802,807.96,381.21,127.05,436.87
428,1,13803,807.95,381.03,127.05,437.65
429,1,13804,807.95,380.96,126.39,437.93
430,1,13805,807.95,380.95,126.14,437.38
431,1,13806,807.96,380.94,126.7,437.16
432,1,13807,807.3,380.95,126.91,437.74
433,1,13808,807.72,380.95,126.33,437.95
434,1,13809,807.22,380.3,126.77,438.69
435,1,13810,807.69,380.71,126.28,438.3
436,1,13811,807.88,380.87,126.09,438.15
437,1,13812,807.95,380.94,126.02,438.08
438,1,13813,807.98,380.97,125.99,439.38
439,1,13814,807.99,380.32,125.98,440.52
440,1,13815,807.99,380.07,125.98,440.95
441,1,13816,808.0,379.99,125.98,441.09
442,1,13817,807.34,379.96,126.65,441.8
443,1,13818,807.75,379.95,126.24,442.05
444,1,13819,807.24,379.95,127.4,442.13
445,1,13820,807.06,379.96,127.18,442.81
446,1,13821,806.99,379.96,127.75,442.4
447,1,13822,806.97,379.96,127.96,442.89
448,1,13823,806.3,379.97,128.7,442.4
449,1,13824,806.05,379.31,128.97,442.87
450,1,13825,805.97,379.73,129.06,443.04
451,1,13826,805.94,379.89,129.09,443.09
452,1,13827,805.93,379.95,129.09,442.44
453,1,13828,805.94,379.97,129.09,442.19
454,1,13829,806.6,380.65,127.76,442.09
455,1,13830,806.2,380.9,128.58,442.71
456,1,13831,806.04,380.99,128.88,443.6
457,1,13832,805.99,381.02,129.0,444.59
458,1,13833,805.97,381.03,129.03,446.28
459,1,13834,805.97,381.03,129.04,446.91
460,1,13835,805.97,381.69,129.04,447.13
461,1,13836,805.97,381.94,129.04,447.19
462,1,13837,805.97,382.03,129.04,447.2
463,1,13838,805.98,382.71,129.69,447.85
464,1,13839,805.32,382.97,130.6,448.74
465,1,13840,805.73,383.72,129.62,449.06
466,1,13841,805.23,383.99,130.56,448.51
467,1,13842,805.05,384.09,130.25,447.62
468,1,13843,804.98,384.77,130.13,445.95
469,1,13844,804.96,385.02,130.74,444.66
470,1,13845,804.29,385.77,130.96,442.18
471,1,13846,804.05,385.37,131.7,442.58
472,1,13847,804.62,384.55,131.32,443.41
473,1,13848,804.18,384.89,131.82,443.07
474,1,13849,804.02,385.02,132.01,442.95
475,1,13850,803.96,385.72,132.07,442.26
476,1,13851,803.95,385.98,132.08,442.66
477,1,13852,803.28,386.07,132.74,442.16
478,1,13853,803.04,386.09,132.99,441.98
479,1,13854,802.95,386.09,133.73,442.58
480,1,13855,802.93,386.09,134.0,442.16
481,1,13856,802.92,386.74,133.44,441.34
482,1,13857,802.27,386.98,133.87,441.7
483,1,13858,802.68,387.72,133.37,440.52
484,1,13859,802.85,388.0,133.83,440.08
485,1,13860,802.92,388.09,133.34,440.59
486,1,13861,802.95,388.11,133.81,441.45
487,1,13862,802.3,388.11,134.64,441.78
488,1,13863,802.72,387.45,133.63,442.57
489,1,13864,802.22,387.85,133.9,441.55
490,1,13865,802.03,388.66,134.0,440.5
491,1,13866,801.97,389.62,134.04,439.45
492,1,13867,801.95,389.97,134.04,439.06
493,1,13868,801.29,390.75,134.7,438.26
494,1,13869,801.04,392.36,134.95,436.65
495,1,13870,800.29,393.61,135.7,435.39
496,1,13871,799.36,394.73,136.63,434.28
497,1,13872,798.36,395.79,137.63,433.22
498,1,13873,797.33,395.5,138.66,433.51
499,1,13874,796.3,396.02,139.69,432.98
500,1,13875,795.93,396.86,140.07,432.14
501,1,13876,795.8,397.82,140.19,431.18
502,1,13877,795.77,398.15,140.22,430.85
503,1,13878,795.78,398.92,140.22,430.08
504,1,13879,795.8,400.51,139.54,427.83
505,1,13880,795.16,400.42,139.93,427.67
506,1,13881,794.93,400.36,140.07,428.3
507,1,13882,794.86,400.97,140.77,427.25
508,1,13883,794.84,401.84,140.37,426.21
509,1,13884,794.19,401.49,140.86,427.17
510,1,13885,793.95,402.66,141.04,426.23
511,1,13886,793.88,403.08,141.1,425.89
512,1,13887,793.86,403.21,141.11,425.79
513,1,13888,793.86,404.57,141.11,424.44
514,1,13889,793.22,403.73,141.76,425.28
515,1,13890,793.64,404.06,141.34,424.96
516,1,13891,793.81,403.5,141.17,425.51
517,1,13892,793.88,402.62,141.1,426.39
518,1,13893,793.91,402.93,141.07,426.08
519,1,13894,793.93,403.05,141.05,425.96
520,1,13895,793.94,403.74,141.04,425.27
521,1,13896,794.61,404.0,140.38,425.01
522,1,13897,794.87,404.08,140.12,424.92
523,1,13898,794.96,404.11,139.37,424.9
524,1,13899,795.0,404.11,139.75,424.9
525,1,13900,795.01,404.1,139.89,424.91
526,1,13901,795.01,404.09,139.95,424.92
527,1,13902,795.01,404.08,139.97,424.26
528,1,13903,795.67,404.07,139.32,424.68
529,1,13904,795.92,404.06,139.08,424.85
530,1,13905,796.01,404.05,138.99,424.92
531,1,13906,796.7,404.05,137.64,425.61
532,1,13907,796.96,404.7,137.13,424.55
533,1,13908,797.05,404.95,136.95,424.81
534,1,13909,797.07,405.03,136.89,424.91
535,1,13910,797.08,405.06,136.88,424.95
536,1,13911,797.07,404.4,136.89,425.63
537,1,13912,797.07,404.15,136.9,425.89
538,1,13913,797.06,404.06,136.91,425.98
539,1,13914,797.71,404.02,136.26,426.02
540,1,13915,797.96,404.01,136.02,426.03
541,1,13916,798.04,404.0,135.94,426.03
542,1,13917,798.07,404.0,135.91,426.03
543,1,13918,798.07,404.0,135.91,426.02
544,1,13919,798.73,404.0,135.26,426.02
545,1,13920,798.31,404.0,135.68,425.36
546,1,13921,798.81,404.0,135.18,425.77
547,1,13922,798.99,404.0,135.0,425.92
548,1,13923,798.39,404.0,135.6,425.98
549,1,13924,798.16,404.0,135.83,426.0
550,1,13925,798.07,404.0,135.92,425.35
551,1,13926,798.03,404.0,135.96,425.1
552,1,13927,798.02,404.0,135.98,425.67
553,1,13928,798.01,404.66,135.98,425.23
554,1,13929,798.01,404.91,134.66,424.4
555,1,13930,798.01,405.0,133.5,424.09
556,1,13931,798.01,405.03,133.08,424.64
557,1,13932,798.67,405.04,132.93,424.85
558,1,13933,798.92,405.7,132.88,423.61
559,1,13934,799.67,405.95,132.21,423.15
560,1,13935,799.95,406.03,131.97,422.32
561,1,13936,800.05,406.72,131.89,422.01
562,1,13937,800.08,406.31,132.54,421.91
563,1,13938,800.08,406.81,132.13,421.88
564,1,13939,800.08,407.0,131.98,421.88
565,2,13939,1806.0,218.0,52.0,140.0
566,1,13940,800.07,407.06,131.93,421.89
567,2,13940,1804.4,217.2,53.6,143.2
568,1,13941,800.06,405.75,131.92,423.22
569,2,13941,1803.33,217.05,53.91,142.28
570,1,13942,800.72,405.26,131.92,423.73
571,2,13942,1802.19,216.99,54.78,141.97
572,1,13943,800.3,405.07,132.59,423.92
573,2,13943,1800.38,216.98,56.53,138.9
574,1,13944,800.13,404.34,132.84,424.65
575,2,13944,1799.09,216.98,56.39,138.65
576,1,13945,800.07,404.73,132.94,424.27
577,2,13945,1798.69,216.27,54.9,140.75
578,1,13946,800.7,404.22,132.32,424.78
579,2,13946,1800.01,216.72,51.54,139.44
580,1,13947,801.6,404.69,131.42,424.31
581,2,13947,1799.83,216.89,49.62,138.98
582,1,13948,801.93,404.21,131.09,424.78
583,2,13948,1796.31,216.96,52.47,138.84
584,1,13949,802.71,404.04,130.31,424.96
585,2,13949,1795.77,217.66,52.12,136.78
586,1,13950,803.66,403.97,129.36,425.02
587,2,13950,1794.27,217.24,51.99,137.39
588,1,13951,804.01,403.95,128.35,424.38
589,2,13951,1793.76,217.09,51.28,136.97
590,1,13952,804.79,403.29,127.32,424.8
591,2,13952,1791.59,216.36,51.69,136.83
592,1,13953,805.06,403.7,126.95,424.29
593,2,13953,1787.5,216.76,53.85,137.46
594,1,13954,805.15,403.2,126.16,424.76
595,2,13954,1786.67,216.91,52.03,139.71
596,1,13955,805.17,403.02,126.55,424.94
597,2,13955,1787.77,216.96,49.31,138.58
598,1,13956,805.83,402.96,126.05,425.66
