detect_id,frame_id,camera_track_id,x,y,w,h
125,9,13,1034,385,194,116
126,9,14,1,84,35,27
127,9,15,1138,525,142,143
128,10,1,0,404,127,102
129,10,2,370,153,98,59
130,10,3,37,269,202,88
131,10,4,698,253,137,67
132,10,5,706,127,86,44
133,10,6,797,114,83,38
134,10,7,93,146,68,56
135,10,8,65,124,53,48
136,10,9,972,102,52,27
137,10,10,870,105,78,34
138,10,11,0,160,37,47
139,10,12,50,110,41,39
140,10,13,1010,374,195,113
141,10,14,2,85,35,28
142,10,15,1116,513,164,145
143,11,1,0,404,126,102
144,11,2,357,148,94,57
145,11,3,20,269,188,87
146,11,4,682,246,134,65
147,11,5,705,127,86,44
148,11,6,797,114,83,38
149,11,7,93,146,68,56
150,11,8,66,124,53,48
151,11,9,969,102,53,27
152,11,10,870,106,79,33
153,11,11,0,163,36,47
154,11,12,50,110,41,39
155,11,13,987,363,194,110
156,11,14,4,85,34,28
157,11,15,1094,501,186,146
158,12,1,0,404,126,102
159,12,2,345,143,91,55
160,12,3,7,270,169,86
161,12,4,667,240,131,64
162,12,5,705,127,86,44
163,12,6,797,114,83,38
164,12,7,93,146,68,56
165,12,8,66,124,52,48
166,12,9,966,102,56,28
167,12,10,870,106,79,33
168,12,11,0,165,36,47
169,12,12,50,110,41,39
170,12,13,963,353,192,108
171,12,14,6,86,34,28
172,12,15,1071,489,202,146
173,13,1,0,404,127,102
174,13,2,333,138,88,53
175,13,3,1,272,144,84
176,13,4,652,234,128,63
177,13,5,705,127,87,44
178,13,6,797,114,83,38
179,13,7,93,146,68,56
180,13,8,66,124,52,48
181,13,9,962,102,58,28
182,13,10,870,106,80,33
183,13,11,0,168,35,47
184,13,12,50,110,41,39
185,13,13,941,343,189,106
186,13,14,7,87,33,28
187,13,15,1048,478,211,144
188,14,1,0,404,127,102
189,14,2,321,134,85,51
190,14,3,1,275,112,82
191,14,4,637,227,125,62
192,14,5,705,127,87,44
193,14,6,797,114,83,38
194,14,7,93,146,68,56
195,14,8,66,124,52,48
196,14,9,958,102,60,28
197,14,10,870,106,80,33
198,14,11,0,170,35,47
199,14,12,50,110,41,39
200,14,13,918,333,186,104
201,14,14,9,88,33,28
202,14,15,1026,466,218,142
203,15,1,0,404,127,102
204,15,2,310,130,82,49
205,15,3,1,279,80,79
206,15,4,622,221,122,61
207,15,5,705,127,87,44
208,15,6,797,114,83,38
209,15,7,93,146,68,56
210,15,8,66,124,52,48
211,15,9,956,103,60,28
212,15,10,870,106,80,33
213,15,11,0,173,34,47
214,15,12,50,110,41,39
215,15,13,897,323,182,102
216,15,14,10,89,33,28
217,15,15,1003,454,221,139
218,16,1,0,404,127,102
219,16,2,300,127,79,47
220,16,3,3,286,45,75
221,16,4,608,215,119,60
222,16,5,705,127,87,44
223,16,6,797,114,83,38
224,16,7,93,146,68,56
225,16,8,65,124,52,48
226,16,9,955,103,59,28
227,16,10,870,106,80,34
228,16,11,0,175,33,47
229,16,12,50,110,41,39
230,16,13,876,314,179,100
231,16,14,11,89,33,28
232,16,15,981,443,221,136
233,17,1,0,404,127,102
234,17,2,289,124,77,45
235,17,4,594,209,117,59
236,17,5,705,127,87,44
237,17,6,797,114,83,38
238,17,7,92,146,69,56
239,17,8,65,124,52,48
240,17,9,955,103,57,28
241,17,10,870,106,79,33
242,17,11,0,177,32,48
243,17,12,50,110,41,39
244,17,13,856,305,175,98
245,17,14,12,90,33,28
246,17,15,959,432,220,132
247,18,1,0,404,127,102
248,18,2,279,121,74,43
249,18,4,580,203,114,58
250,18,5,705,127,87,44
251,18,6,797,114,83,38
252,18,7,92,146,69,56
253,18,8,65,124,52,48
254,18,9,954,103,57,28
255,18,10,871,106,79,33
256,18,11,0,179,31,50
257,18,12,50,110,40,39
258,18,13,836,297,172,96
259,18,14,12,91,34,29
260,18,15,937,421,217,129
261,19,1,0,404,127,102
262,19,2,269,118,72,42
263,19,4,567,197,111,57
264,19,5,705,127,87,44
265,19,6,797,114,83,38
266,19,7,92,146,69,56
267,19,8,65,124,52,48
268,19,9,953,103,57,28
269,19,10,871,106,79,33
270,19,11,0,180,29,51
271,19,12,50,110,40,38
272,19,13,817,288,170,94
273,19,14,13,91,34,29
274,19,15,915,410,213,125
275,20,1,0,404,127,102
276,20,2,260,115,70,41
277,20,4,554,191,109,56
278,20,5,705,127,87,44
279,20,6,797,114,83,38
280,20,7,92,146,69,56
281,20,8,65,124,53,48
282,20,9,951,103,59,28
283,20,10,870,106,79,33
284,20,11,0,182,28,54
285,20,12,50,110,40,38
286,20,13,799,281,167,91
287,20,14,14,92,35,29
288,20,15,894,400,209,122
289,21,1,0,404,127,102
290,21,2,251,113,68,39
291,21,4,541,185,106,55
292,21,5,705,127,86,44
293,21,6,798,114,83,38
294,21,7,93,146,68,56
295,21,8,65,124,53,48
296,21,9,948,103,61,28
297,21,10,870,106,79,33
298,21,11,0,183,26,57
299,21,12,50,110,40,39
300,21,13,781,273,165,89
301,21,14,14,92,35,29
302,21,15,873,389,205,119
303,22,1,0,404,127,102
304,22,2,241,110,66,38
305,22,4,529,180,103,53
306,22,5,705,127,86,44
307,22,6,798,114,83,38
308,22,7,93,146,68,56
309,22,8,65,124,53,48
310,22,9,946,103,62,28
311,22,10,870,106,79,33
312,22,11,0,184,24,60
313,22,12,50,110,40,39
314,22,13,764,266,162,87
315,22,14,15,93,35,29
316,22,15,852,379,201,116
317,23,1,0,404,127,102
318,23,2,233,107,64,37
319,23,4,517,174,101,52
320,23,5,705,127,86,44
321,23,6,798,114,82,38
322,23,7,93,146,68,56
323,23,8,65,124,53,48
324,23,9,945,103,61,28
325,23,10,869,106,79,33
326,23,11,0,186,22,65
327,23,12,50,110,40,39
328,23,13,747,259,160,84
329,23,14,15,94,35,29
330,23,15,832,369,198,113
331,24,1,0,404,127,102
332,24,2,224,105,62,36
333,24,4,505,169,98,51
334,24,5,705,127,86,44
335,24,6,798,114,83,38
336,24,7,93,146,68,56
337,24,8,65,124,53,48
338,24,9,945,103,60,28
339,24,10,869,106,79,34
340,24,12,50,110,40,39
341,24,13,730,252,157,82
342,24,14,16,94,35,30
343,24,15,812,360,194,110
344,25,1,0,404,127,102
345,25,2,216,102,60,36
346,25,4,493,164,96,50
347,25,5,705,126,87,44
348,25,6,798,114,83,38
349,25,7,93,146,68,56
350,25,8,65,124,53,48
351,25,9,946,104,59,28
352,25,10,870,105,79,34
353,25,12,50,110,40,39
354,25,13,714,246,155,80
355,25,14,17,95,35,30
356,25,15,792,351,191,107
357,26,1,0,404,127,102
358,26,2,208,99,59,35
359,26,4,482,159,94,49
360,26,5,705,126,87,44
361,26,6,798,114,83,38
362,26,7,93,146,68,56
363,26,8,65,124,53,48
364,26,9,946,104,57,28
365,26,10,870,105,78,34
366,26,12,50,110,40,40
367,26,13,699,239,152,79
368,26,14,17,95,35,30
369,26,15,773,342,187,104
370,27,1,0,404,127,102
371,27,2,200,97,57,34
372,27,4,471,155,92,47
373,27,5,705,126,87,44
374,27,6,798,114,83,38
375,27,7,93,146,68,56
376,27,8,66,124,53,48
377,27,9,947,104,56,28
378,27,10,870,105,78,34
379,27,12,50,110,41,40
380,27,13,683,233,149,77
381,27,14,18,96,35,30
382,27,15,754,333,184,101
383,28,1,0,404,127,102
384,28,2,192,94,55,33
385,28,4,460,151,89,46
386,28,5,705,126,87,44
387,28,6,798,114,83,38
388,28,7,93,146,68,56
389,28,8,66,124,52,48
390,28,9,946,103,56,28
391,28,10,870,105,77,34
392,28,12,50,110,41,40
393,28,13,668,227,146,76
394,28,14,19,96,35,30
395,28,15,736,325,181,97
396,28,18,931,73,46,26
397,28,19,1233,477,41,103
398,29,1,0,404,127,102
399,29,2,185,91,54,33
400,29,4,449,147,87,45
401,29,5,705,126,87,44
402,29,6,798,114,83,38
403,29,7,93,146,68,56
404,29,8,66,124,52,48
405,29,9,946,103,56,29
406,29,10,870,105,76,34
407,29,12,50,110,41,40
408,29,13,653,221,143,75
409,29,14,19,97,35,30
410,29,15,717,317,177,94
411,29,18,924,73,50,26
412,29,19,1207,465,73,107
413,30,1,0,404,127,102
414,30,2,179,89,53,32
415,30,4,439,143,86,44
416,30,5,705,127,87,44
417,30,6,798,114,83,38
418,30,7,93,146,67,56
419,30,8,66,124,52,48
420,30,9,945,103,56,29
421,30,10,870,105,75,34
422,30,12,49,110,41,40
423,30,13,639,215,140,74
424,30,14,20,97,35,30
425,30,15,700,309,174,91
426,30,18,917,73,51,27
427,30,19,1181,452,99,110
428,31,1,0,404,127,102
429,31,2,172,86,51,31
430,31,4,429,140,84,42
431,31,5,705,127,87,44
432,31,6,797,114,83,38
433,31,7,94,146,67,56
434,31,8,66,124,52,48
435,31,9,945,104,56,29
436,31,10,871,106,74,34
437,31,12,49,110,41,40
438,31,13,624,209,137,73
439,31,14,21,97,35,30
440,31,15,682,301,170,88
441,31,18,909,73,51,27
442,31,19,1154,439,126,112
443,32,1,0,404,127,102
444,32,2,166,84,50,31
445,32,4,419,136,82,41
446,32,5,705,127,87,44
447,32,6,797,114,83,38
448,32,7,94,146,67,56
449,32,8,66,124,52,48
450,32,9,945,104,56,29
451,32,10,871,106,73,33
452,32,12,49,110,42,40
453,32,13,610,203,134,72
454,32,14,21,98,36,30
455,32,15,665,294,166,86
456,32,18,901,73,51,28
457,32,19,1128,427,150,112
458,33,1,0,404,127,102
459,33,2,160,82,48,30
460,33,4,409,133,80,40
461,33,5,705,127,87,44
462,33,6,797,114,83,38
463,33,7,94,146,67,56
464,33,8,65,124,53,48
465,33,9,944,104,56,29
466,33,10,872,106,73,33
467,33,12,49,110,42,39
468,33,13,596,197,131,71
469,33,14,22,98,36,31
470,33,15,648,286,162,83
471,33,18,893,73,51,28
472,33,19,1102,415,164,112
473,34,1,0,404,127,102
474,34,2,154,79,47,30
475,34,4,399,130,79,39
476,34,5,705,127,86,44
477,34,6,797,114,83,38
478,34,7,94,146,67,56
479,34,8,65,124,53,48
480,34,9,944,104,56,29
481,34,10,872,106,73,33
482,34,12,49,110,42,39
483,34,13,583,192,128,70
484,34,14,22,98,36,31
485,34,15,632,279,157,80
486,34,18,886,73,51,29
487,34,19,1076,403,174,111
488,35,1,0,404,127,102
489,35,2,149,77,46,29
490,35,4,390,128,77,38
491,35,5,705,127,86,44
492,35,6,797,114,83,38
493,35,7,94,146,67,56
494,35,8,65,124,53,48
495,35,9,944,104,56,29
496,35,10,871,106,73,33
497,35,12,48,110,42,39
498,35,13,570,186,125,68
499,35,14,22,98,36,31
500,35,15,615,272,153,78
501,35,18,879,73,51,29
502,35,19,1051,391,180,109
503,36,1,0,404,127,102
504,36,2,144,75,44,28
505,36,4,381,125,75,37
506,36,5,705,127,86,44
507,36,6,797,114,83,38
508,36,7,94,146,67,56
509,36,8,65,124,53,48
510,36,9,943,104,56,29
511,36,10,871,106,74,33
512,36,12,48,110,42,39
513,36,13,557,181,122,67
514,36,14,22,99,36,31
515,36,15,600,264,149,76
516,36,18,871,73,52,29
517,36,19,1027,380,182,107
518,37,1,0,404,126,102
519,37,2,138,73,43,28
520,37,4,372,123,74,37
521,37,5,705,127,86,44
522,37,6,797,114,83,38
523,37,7,94,146,67,56
524,37,8,65,124,53,48
525,37,9,943,104,56,28
526,37,10,870,105,73,34
527,37,12,48,110,43,39
528,37,13,544,175,119,65
529,37,14,22,99,36,31
530,37,15,584,257,144,74
531,37,18,864,73,53,30
532,37,19,1003,369,183,105
533,38,1,0,404,126,102
534,38,2,133,71,42,27
535,38,4,363,120,72,36
536,38,5,705,127,86,44
537,38,6,797,114,82,38
538,38,7,94,146,67,56
539,38,8,65,124,53,48
540,38,9,943,104,56,28
541,38,10,870,105,73,34
542,38,12,48,110,43,39
543,38,13,532,170,117,64
544,38,14,23,99,37,31
545,38,15,569,250,140,73
546,38,18,856,73,53,30
547,38,19,979,358,181,102
548,39,1,0,404,126,102
549,39,2,128,69,41,27
550,39,4,355,118,71,35
551,39,5,705,127,86,44
552,39,6,797,114,82,38
553,39,7,94,146,67,56
554,39,8,65,124,53,48
555,39,9,943,104,56,28
556,39,10,870,105,73,34
557,39,12,48,110,43,39
558,39,13,520,165,114,62
559,39,14,23,99,37,31
560,39,15,554,243,136,71
561,39,18,849,73,54,31
562,39,19,956,348,178,99
563,39,20,1008,83,48,26
564,40,1,0,404,126,102
565,40,2,124,67,40,26
566,40,4,346,116,69,35
567,40,5,705,127,86,44
568,40,6,797,114,82,38
569,40,7,94,146,67,56
570,40,8,65,124,53,48
571,40,9,943,104,56,28
572,40,10,871,105,72,34
573,40,12,48,110,43,39
574,40,13,508,160,112,60
575,40,14,23,99,37,31
576,40,15,540,236,133,70
577,40,18,842,74,55,31
578,40,19,933,338,174,96
579,40,20,1002,85,47,24
580,41,1,0,404,126,102
581,41,2,119,66,39,26
582,41,4,338,114,67,34
583,41,5,705,127,86,44
584,41,6,797,114,82,38
585,41,7,94,146,67,56
586,41,8,65,124,52,48
587,41,9,943,104,57,28
588,41,10,871,106,72,34
589,41,12,48,110,43,40
590,41,13,496,155,109,59
591,41,14,23,99,37,31
592,41,15,526,230,129,69
593,41,18,834,74,56,31
594,41,19,910,328,171,93
595,41,20,998,85,46,24
596,42,1,0,404,126,102
597,42,2,114,64,38,26
598,42,4,331,112,65,33
599,42,5,705,127,86,44
600,42,6,797,114,82,38
601,42,7,94,146,68,56
602,42,8,65,124,52,48
603,42,9,942,104,57,29
604,42,10,871,106,72,33
605,42,12,48,110,43,40
606,42,13,485,151,107,57
607,42,14,23,99,37,31
608,42,15,513,223,126,67
609,42,18,827,75,56,31
610,42,19,888,319,167,90
611,42,20,993,84,46,26
612,43,1,0,404,126,102
613,43,4,323,110,64,33
614,43,5,705,127,86,44
615,43,6,797,114,82,38
616,43,7,93,146,68,56
617,43,8,65,124,52,48
618,43,9,942,103,57,29
619,43,10,871,106,72,33
620,43,12,48,110,43,40
621,43,13,474,146,105,55
622,43,14,23,99,37,31
623,43,15,500,216,123,66
624,43,18,819,76,57,31
625,43,19,866,310,164,87
626,43,20,987,83,48,27
627,44,1,0,404,126,102
628,44,4,316,108,62,32
629,44,5,705,127,86,44
630,44,6,797,114,82,38
631,44,7,93,146,68,56
632,44,8,65,124,52,48
633,44,9,942,103,57,29
634,44,10,871,107,73,33
635,44,12,48,110,43,40
636,44,13,463,142,102,54
637,44,14,24,99,37,31
638,44,15,487,210,120,65
639,44,18,812,76,58,31
640,44,19,844,301,160,85
641,44,20,980,83,50,27
642,45,1,0,404,126,102
643,45,4,308,105,60,32
644,45,5,705,127,86,44
645,45,6,797,114,82,38
646,45,7,93,146,68,56
647,45,8,65,124,52,48
648,45,9,941,104,57,29
649,45,10,871,107,72,33
650,45,12,48,110,43,40
651,45,13,452,138,100,52
652,45,14,24,99,37,31
653,45,15,475,204,117,64
654,45,18,804,76,58,31
655,45,19,822,292,158,82
656,45,20,973,83,52,27
657,46,1,0,404,126,102
658,46,4,301,103,59,31
659,46,5,705,127,86,44
660,46,6,797,114,82,38
661,46,7,93,146,68,56
662,46,8,65,124,52,48
663,46,9,941,104,57,29
664,46,10,871,107,72,33
665,46,12,48,110,43,40
666,46,13,441,134,98,51
667,46,14,24,99,37,31
668,46,15,463,198,114,62
669,46,18,797,77,59,31
670,46,19,801,284,155,79
671,46,20,967,83,52,27
672,46,22,899,63,56,26
673,47,1,0,404,126,102
674,47,4,294,101,57,31
675,47,5,705,127,86,44
676,47,6,797,114,82,38
677,47,7,93,146,68,56
678,47,8,65,124,52,48
679,47,9,941,104,57,28
680,47,10,871,107,71,33
681,47,12,48,110,43,40
682,47,13,430,131,95,50
683,47,14,24,99,37,31
684,47,15,451,192,112,61
685,47,18,789,77,60,31
686,47,19,781,276,152,77
687,47,20,962,84,51,27
688,47,22,891,63,56,26
689,48,1,0,404,126,102
690,48,4,287,99,56,30
691,48,5,705,127,86,44
692,48,6,797,114,82,38
693,48,7,93,146,68,56
694,48,8,65,124,52,48
695,48,9,941,105,57,28
696,48,10,872,107,71,33
697,48,12,48,110,43,40
698,48,13,420,128,93,49
699,48,14,24,100,37,31
700,48,15,440,186,109,60
701,48,18,782,77,61,32
702,48,19,761,268,150,75
703,48,20,958,85,50,27
704,48,22,883,63,56,27
705,49,1,0,404,126,102
706,49,4,280,97,55,30
707,49,5,705,127,86,44
708,49,6,797,114,82,38
709,49,7,93,146,68,56
710,49,8,65,124,52,48
711,49,9,941,105,57,27
712,49,10,872,107,71,33
713,49,12,48,110,43,39
714,49,13,410,124,91,48
715,49,14,24,100,37,31
716,49,15,429,181,107,58
717,49,18,774,77,61,33
718,49,19,741,260,148,73
719,49,20,954,86,48,26
720,49,22,874,63,56,27
721,50,1,0,404,126,102
722,50,4,273,96,54,29
723,50,5,705,127,86,44
724,50,6,797,114,82,38
725,50,7,92,146,69,56
726,50,8,65,124,52,48
727,50,9,941,105,57,27
728,50,10,871,106,72,34
729,50,12,48,110,43,39
730,50,13,400,122,89,47
731,50,14,24,100,37,31
732,50,15,418,176,104,56
733,50,18,767,78,62,33
734,50,19,722,252,145,71
735,50,20,949,87,48,26
736,50,22,866,63,57,28
737,51,1,0,404,126,102
738,51,4,267,94,53,29
739,51,5,705,127,86,44
740,51,6,797,114,82,38
741,51,7,92,146,69,56
742,51,8,65,124,52,49
743,51,9,941,105,57,27
744,51,10,870,106,73,34
745,51,12,48,110,43,39
746,51,13,390,119,87,46
747,51,14,24,100,37,31
748,51,15,408,171,101,55
749,51,18,760,78,63,34
750,51,19,704,245,142,69
751,51,20,942,87,48,27
752,51,22,858,63,57,29
753,52,1,0,404,127,102
754,52,4,260,92,52,28
755,52,5,705,127,86,44
756,52,6,797,114,82,38
757,52,7,92,146,69,56
758,52,8,65,124,52,49
759,52,9,940,105,57,28
760,52,10,870,105,73,35
761,52,12,48,110,43,39
762,52,13,380,116,85,46
763,52,14,24,100,38,32
764,52,15,398,167,99,53
765,52,18,752,79,64,34
766,52,19,686,238,139,68
767,52,20,935,87,50,27
768,52,22,849,63,58,30
769,53,1,0,404,126,102
770,53,4,253,90,51,27
771,53,5,705,127,86,44
772,53,6,797,114,82,38
773,53,7,92,146,69,56
774,53,8,65,124,52,49
775,53,9,940,104,57,28
776,53,10,870,105,73,35
777,53,12,48,110,43,39
778,53,13,371,114,84,45
779,53,14,23,101,38,32
780,53,15,388,163,96,52
781,53,18,745,79,64,34
782,53,19,669,231,136,66
783,53,20,928,86,53,28
784,53,22,841,63,59,30
785,54,1,0,404,126,102
786,54,4,247,88,51,27
787,54,5,705,127,86,44
788,54,6,797,114,82,38
789,54,7,92,146,69,56
790,54,8,65,124,52,49
791,54,9,939,104,57,29
792,54,10,870,105,72,35
793,54,12,48,110,43,39
794,54,13,362,111,82,44
795,54,14,23,101,39,32
796,54,15,379,159,94,50
797,54,18,738,80,65,34
798,54,19,652,224,133,65
799,54,20,920,86,56,29
800,54,22,832,63,60,30
801,55,1,0,404,126,102
802,55,4,240,86,50,26
803,55,5,705,127,86,44
804,55,6,797,114,82,38
805,55,7,92,146,69,56
806,55,8,65,124,52,48
807,55,9,939,104,57,29
808,55,10,872,105,70,35
809,55,12,48,110,43,39
810,55,13,353,109,80,43
811,55,14,23,101,39,32
812,55,15,370,155,91,49
813,55,18,731,80,65,34
814,55,19,635,217,129,64
815,55,20,912,86,59,30
816,55,22,823,63,61,30
817,56,1,0,404,126,102
818,56,4,234,85,50,26
819,56,5,705,127,86,44
820,56,6,797,114,82,38
821,56,7,92,146,69,56
822,56,8,65,124,52,48
823,56,9,939,103,57,29
824,56,10,875,106,68,34
825,56,12,48,110,43,39
826,56,13,344,107,78,42
827,56,14,23,101,39,32
828,56,15,361,151,89,47
829,56,18,725,80,66,35
830,56,19,620,211,126,62
831,56,20,905,86,62,31
832,56,22,814,63,62,31
833,57,1,0,404,126,102
834,57,4,228,83,49,25
835,57,5,705,127,86,44
836,57,6,797,114,82,38
837,57,7,92,146,69,56
838,57,8,65,124,52,48
839,57,9,939,103,56,29
840,57,10,877,107,66,33
841,57,12,48,110,43,39
842,57,13,336,105,77,42
843,57,14,22,101,39,31
844,57,15,353,148,86,46
845,57,18,718,81,66,35
846,57,19,604,204,122,61
847,57,20,899,85,63,32
848,57,22,804,64,63,31
849,58,1,0,404,126,102
850,58,4,222,81,48,25
851,58,5,705,127,86,44
852,58,6,797,114,82,39
853,58,7,92,146,69,56
854,58,8,65,124,52,48
855,58,9,939,103,56,29
856,58,10,879,107,64,32
857,58,12,48,110,43,39
858,58,13,328,103,75,41
859,58,14,22,101,39,31
860,58,15,344,145,84,45
861,58,18,711,81,67,36
862,58,19,590,198,119,60
863,58,20,894,85,63,33
864,58,22,795,64,65,31
865,59,1,0,404,126,102
866,59,4,216,80,48,24
867,59,5,705,127,86,44
868,59,6,797,114,82,39
869,59,7,92,146,69,55
870,59,8,65,124,52,48
871,59,9,940,103,56,29
872,59,10,879,108,63,32
873,59,12,48,110,43,39
874,59,13,320,101,73,40
875,59,14,23,101,39,31
876,59,15,336,142,82,44
877,59,18,705,81,68,36
878,59,19,575,192,116,59
879,59,20,888,86,62,33
880,59,22,786,64,66,31
881,59,23,1220,425,54,105
882,59,24,986,75,51,21
883,60,1,0,404,126,102
884,60,4,210,78,47,24
885,60,5,705,127,86,44
886,60,6,797,114,82,39
887,60,7,92,147,69,55
888,60,8,65,124,52,48
889,60,9,940,104,56,29
890,60,10,879,108,63,32
891,60,12,48,110,43,39
892,60,13,313,99,72,39
893,60,14,23,101,39,31
894,60,15,328,139,80,43
895,60,18,698,81,68,37
896,60,19,561,186,113,58
897,60,20,883,86,62,33
898,60,22,777,65,67,32
899,60,23,1203,413,77,103
900,60,24,977,73,53,23
901,61,1,0,404,127,102
902,61,4,205,76,46,24
903,61,5,706,127,86,43
904,61,6,798,114,81,39
905,61,7,92,147,68,55
906,61,8,65,124,53,48
907,61,9,939,104,57,29
908,61,10,878,108,64,32
909,61,12,48,109,43,39
910,61,13,305,97,70,38
911,61,14,23,101,39,31
912,61,15,321,136,78,42
913,61,18,692,82,69,37
914,61,19,548,180,110,57
915,61,20,877,86,61,33
916,61,22,769,65,68,32
917,61,23,1186,400,94,102
918,61,24,971,72,52,24
919,62,1,0,404,127,102
920,62,4,200,75,45,23
921,62,5,706,127,86,43
922,62,6,798,114,81,39
923,62,7,93,147,68,55
924,62,8,65,124,53,48
925,62,9,939,104,57,29
926,62,10,876,107,66,33
927,62,12,48,109,43,39
928,62,13,298,95,68,38
929,62,14,23,101,39,31
930,62,15,313,133,76,41
931,62,18,686,82,70,37
932,62,19,535,175,107,55
933,62,20,871,87,61,33
934,62,22,760,65,69,33
935,62,23,1171,387,109,100
936,62,24,970,73,49,23
937,63,1,0,404,127,102
938,63,4,195,73,43,23
939,63,5,706,127,86,43
940,63,6,798,114,81,38
941,63,7,93,147,68,55
942,63,8,65,124,53,48
943,63,9,938,104,58,29
944,63,10,874,107,68,33
945,63,12,48,109,43,39
946,63,13,291,93,67,37
947,63,14,24,101,38,31
948,63,15,306,131,74,40
949,63,18,679,83,70,38
950,63,19,522,169,104,54
951,63,20,865,87,61,33
952,63,22,751,66,69,33
953,63,23,1157,374,120,99
954,63,24,970,76,44,21
955,64,1,0,404,127,102
956,64,4,191,71,42,23
957,64,5,706,127,86,43
958,64,6,798,114,81,38
959,64,7,93,147,68,55
960,64,8,65,124,53,48
961,64,9,938,104,58,28
962,64,10,872,107,70,33
963,64,12,48,109,43,39
964,64,13,285,92,65,36
965,64,14,24,101,38,31
966,64,15,298,129,73,40
967,64,18,673,83,71,38
968,64,19,509,164,102,53
969,64,20,858,88,62,32
970,64,22,743,66,70,34
971,64,23,1144,363,124,97
972,64,24,969,79,38,18
973,65,1,0,404,127,102
974,65,4,186,70,41,23
975,65,5,706,127,86,43
976,65,6,798,115,81,38
977,65,7,93,147,68,55
978,65,8,65,124,53,48
979,65,9,938,104,58,28
980,65,10,870,107,72,34
981,65,12,48,109,43,39
982,65,13,278,90,63,36
983,65,14,24,101,38,31
984,65,15,291,126,71,39
985,65,18,667,84,71,38
986,65,19,497,159,100,51
987,65,20,851,88,63,32
988,65,22,734,66,71,34
989,65,23,1132,351,126,95
990,65,24,966,81,35,16
991,66,1,0,404,127,102
992,66,4,182,68,40,23
